-0.00187298,-0.0153927,0.0865953,-0.0730994,-0.0154222,"Dhritarastra said: O Sanjaya, what did my sons and the sons of Pandu actually do when, eager for battle, they gathered together on the holy field of Kuruksetra?"
0.0840943,0.0493138,-0.00635901,0.0805591,-0.0470623,"Sanjaya said: But then, seeing the army of the Pandavas in battle array, King Duryodhana approached his teacher (Dronacharya) and spoke the following words:"
-0.0588514,-0.0149759,-0.0266183,0.0342464,-0.0781534,"O teacher, (please) see this vast army of the sons of Pandu, arrayed for battle by the son of Drupada, your intelligent disciple, Dhrishtadyumna."
-0.0941321,-0.0505977,-0.00731257,-0.0408455,-0.0927958,"There are in this army, heroes wielding great bows, and equal in military prowess to Bhima and Arjuna: Yuyudhana (Satyaki) and Virata, and the maharatha (great chariot-rider) Drupada;"
0.0555913,-0.00940619,0.0523192,-0.0958452,-0.0514534,"Dhrstaketu, Cekitana, and the valiant king of Kasi (Varanasi); Purujit and Kuntibhoja, and Saibya, the choicest among men;"
0.042451,0.032921,0.0482089,-0.0356203,0.00790791,"And the chivalrous Yudhamanyu, and the valiant Uttamaujas; son of Subhadra (Abhimanyu) and the sons of Draupadi all (of whom) are, verily, maharathas."
-0.0821506,0.0636255,0.0519578,-0.00808376,0.0343816,"But, O best among the Brahmanas, please be appraised of those who are foremost among us, the principal warriors of my army. I speak of them to you by way of example."
-0.025195,0.013619,-0.0314738,-0.0180671,-0.0399708,"(They are:) Your venerable self, Bhisma and Karna, and Krpa who is ever victorious in battle; Asvatthama, Vikarna, Saumadatti and Jayadratha."
-0.0184153,-0.0188643,0.0041863,-0.0392554,0.0973481,"There are many heroes who have dedicated their lives for my sake, who possess various kinds of weapons and missiles, (and) all of whom are skilled in battle."
0.0931742,-0.00643673,0.028735,0.0393694,-0.069297,"Therefore, our army under the complete protection of Bhisma and others is unlimited. But the army of these (enemies), under the protection of Bhima and others is limited."
-0.0574715,0.0460841,-0.066364,0.0519757,-0.0186862,"However, venerable sirs, all of you without exception, while occupying all the positions in the different directions as allotted (to you respectively), please fully protect Bhisma in particular."
0.0432782,0.0961309,-0.0471024,0.000664934,0.0135744,"The valiant grandfather, the eldest of the Kurus, loudly sounding a lion-roar, blew the conch to raise his (Duryodhana's) spirits."
0.0939376,-0.0482758,-0.0335313,-0.0155073,0.0772456,"Just immediately after that conchs and kettledrums, and tabors, trumpets and cow-horns blared forth. That sound became tumultuous."
0.0215786,-0.0719819,0.0795234,-0.0587152,-0.0942821,"Then, Madhava (Krishna) and the son of Pandu (Arjuna), stationed in their magnificent chariot with white horses attached to it, loudly blew their divine conchs."
0.041996,0.0307796,0.0522533,0.0914453,0.0527273,Hrsikesa (Krishna) blew the conch Pancajanya; Dhananjaya (Arjuna) (the conch) Devadatta; and Vrkodara (Bhima) of terrible deeds blew the great conch Paundra;
-0.0375804,-0.0903705,0.0499317,0.0109766,-0.0963466,"King Yudhisthira, son of Kunti, (blew) the Anantavijaya; Nakula and Sahadeva, the Sughosa and the Manipuspaka (respectively)."
0.0697186,0.0796608,0.0317064,0.0464442,-0.0557856,"And the King of Kasi, wielding a great bow, and the great chariot-rider Sikhandi, Dhrstadyumna and Virata, and Satyaki the unconquered;"
-0.0835817,0.0756603,0.0928163,-0.0798597,-0.0882339,"Drupada and the sons of Draupadi, and the son of Subhadra, (Abhimanyu) the mighty-armed all (of them) together, O king, blew their respective conchs."
0.0255489,0.0286678,0.0410727,0.0190027,-0.0291624,That tremendous sound pierced the hearts of the sons of Dhrtarastra as it reverberated through the sky and the earth.
-0.06413,-0.0461319,0.00577889,-0.00378,-0.0424838,"O king, thereafter, seeing Dhrtarastra's men standing in their positions, when all the weapons were ready for action, the son of Pandu (Arjuna) who had the insignia of Hanuman on his chariot-flag, raising up his bow, said the following to Hrsikesa."
-0.00774793,-0.0548791,0.0563807,0.0898155,0.0360961,"Arjuna said: O Acyuta, please place my chariot between both the armies."
0.039729,0.077915,-0.0930911,0.0194914,0.043989,"And keep it there until I survey these who stand intent on fighting, and those who are going to engage in battle with me in this impending war."
0.0433668,0.0217683,0.0246892,-0.0113935,-0.0556097,"These who have assembled here and want to accomplish in the war what is dear to the perverted son of Dhrtarastra, I find them to be intent on fighting."
-0.00358363,0.0891947,0.0479764,0.07499,0.037228,"Sanjay said: O scion of the line of Bharata (Dhrtararastra), Hrsikesa, being told so by Gudakesa (Arjuna), placed the excellent chariot between the two armies."
0.00512988,0.011858,0.0959974,0.00472557,0.0541909,"In front of Bhisma and Drona as also all the rulers of the earth, and said, 'O Partha (Arjuna), see these assembled people of the Kuru dynasty.'"
0.0955204,-0.0935785,-0.00263466,0.0781043,0.0406264,"Then Partha (Arjuna) saw, marshalled among both the armies, (his) uncles as also grandfathers, teachers, maternal uncles, brothers (and (cousins), sons, grandsons, as well as comrades and fathers-in-law and friends."
0.017973,0.0764331,0.0917176,-0.0565454,-0.0778984,"The son of Kunti (Ajuna), seeing all those relatives arrayed (there), became overwhelmed by supreme compassion and said this sorrowfully:"
-0.0483971,-0.030891,-0.0344146,-0.0120337,-0.0495563,"Arjuna said: O Krsna, seeing these relatives and friends who have assembled here with the intention of fighting, my limbs give way and my mouth becomes completely dry."
-0.0490655,-0.0697207,-0.0384529,-0.000445897,-0.0330456,"And there is trembling in my body, and there are cold shivers; the Gandiva (bow) slips from the hand and even the skin burns intensely."
-0.0583174,-0.0714202,0.0184186,-0.0746354,0.0537574,"Moreover, O Kesava (Krsna), I am not able to stand firmly, and my mind seems to be whirling. And I notice the omens to be adverse."
-0.0576575,0.0803137,-0.0301668,0.0556524,0.0231058,"Besides, I do not see any good (to be derived) from killing my own people in battle. O Krsna, I do not desire victory, nor even a kingdom nor pleasures."
-0.0204235,-0.0459117,-0.0149365,0.0161371,-0.0998982,"I desire not victory, O Krishna, nor kingdom, nor pleasures. Of what avail is dominion to us, O Krishna, or pleasures or even life?"
0.0896605,-0.0797831,0.0159521,0.050228,0.00723533,"Those for whose sake we desire kingdom, enjoyments and pleasures, stand here in battle, having renounced life and wealth."
0.0434718,0.0212138,0.0678275,-0.00853804,-0.0900596,"Teachers, fathers, sons and also grandfathers, maternal uncles, fathers-in-law, grandsons, brothers-in-law and other relatives."
0.00490273,0.0313649,0.0658596,-0.0547623,-0.0755354,"O Madhusudana, even if I am killed, I do not want to kill these even for the sake of a kingdom extending over the three worlds; what to speak of doing so for the earth!"
-0.0740257,0.0515221,0.0393883,-0.0392173,0.0595949,"O Janardana, what happiness shall we derive by killing the sons of Dhrtarastra? Sin alone will accrue to us by killing these felons."
-0.00971159,-0.0162726,-0.0604505,0.0730214,0.0567208,"Therefore, it is not proper for us to kill the sons of Dhrtarastra who are our own relatives. For, O Madhava, how can we be happy by killing our kinsmen?"
0.063044,0.0503659,-0.0909722,-0.0874381,0.0575192,"O Janardana, although these people, whose hearts have become perverted by greed, do not see the evil arising from destroying the family and sin in hostility towards, friends,"
-0.0235656,0.0118698,-0.060831,-0.0459838,0.00317971,yet how can we who clearly see the evil arising from destroying the family remain unaware of (the need of) abstaining from this sin?
0.0302907,0.0260775,-0.0675484,0.0497261,0.0259887,"From the ruin of the family are totally destroyed the traditional rites and duties of the family. When rites and duties are destroyed, vice overpowers the entire family also."
-0.078758,-0.0179161,-0.00544637,-0.00605898,0.0378902,"O Krsna, when vice predominates, the women of the family become corrupt. O descendent of the Vrsnis, when women become corrupted, it results in the intermingling of castes."
-0.0643215,-0.0480989,-0.0806104,0.0424084,-0.0800098,And the intermingling in the family leads the ruiners of the family verily into hell. The forefathers of these fall down (into hell) because of being deprived of the offerings of rice-balls and water.
-0.0939907,-0.0291134,-0.0745333,-0.0540043,-0.0173464,"Due to these misdeeds of the ruiners of the family, which cause intermingling of castes, the traditional rites and duties of the castes and families become destroyed."
0.0916837,-0.09077,0.0447639,-0.00457393,-0.0761579,"O Janardana, we have heard that living in hell becomes inevitable for those persons whose family duties get destroyed."
0.0812105,-0.0394587,0.0138712,0.00712221,0.0282288,"What a pity that we have resolved to commit a great sin by being eager to kill our own kith and kin, out of greed for the pleasures of a kingdom!"
0.0374217,0.0850427,0.0351804,0.0936785,0.0382613,"If, in this battle, the sons of Dhrtarastra armed with weapons kill me who am non-resistant and unarmed, that will be more beneficial to me."
-0.0338161,-0.0358357,0.0318414,0.0422323,0.0984224,"Sanjaya narrated: Having said so, Arjuna, with a mind afflicted with sorrow, sat down on the chariot in the midst of the battle, casting aside the bow along with the arrows."
0.0696604,0.0669337,0.0254342,0.0180214,0.0958054,"Sanjaya said: To him who had been thus filled with pity, whose eyes were filled with tears and showed distress, and who was sorrowing, Madhusudana uttered these words:"
0.0907291,0.0832107,-0.0859649,-0.0205489,-0.0435635,"The Blessed Lord said: O Arjuna, how has this infatuation overtaken you at this odd hour? It is shunned by noble souls; neither will it bring heaven, nor fame to you."
-0.0243083,-0.0502453,-0.0131469,0.0514959,-0.0442943,"O Partha, yield not to unmanliness. This does not befit you. O scorcher of foes, arise, giving up the petty weakness of the heart."
0.0200361,-0.0492409,-0.0952476,-0.069589,0.0815226,"Arjuna said: O Madhusudana, O destroyer of enemies, how can I fight with arrows in battle against Bhisma and Drona who are worthy of adoration?"
-0.0500969,-0.0173697,-0.0309067,-0.023347,0.0253024,"Rather than killing the noble-minded elders, it is better in this world to live even on alms. But, by killing the elders we shall only be enjoying here the pleasures of wealth and desirable things drenched in blood."
-0.0405807,-0.0782918,0.0942206,-0.0702299,-0.00639233,"We do not know this as well as to which is the better for us, (and) whether we shall win, or whether they shall conquer us. Those very sons of Dhrtarastra, by killing whom we do not wish to live, stand in confrontation."
-0.0836244,0.0944134,-0.043407,0.0883622,0.0355955,"With my nature overpowered by weak compassion, with a mind bewildered about duty, I pray to You. Tell me for certain that which is better; I am Your disciple. Instruct me who have taken refuge in You."
0.0499982,0.0892787,0.0687229,-0.0951137,-0.0253293,"Because, I do not see that which can, even after acquiring on this earth a prosperous kingdom free from enemies and even sovereignty over the gods, remove my sorrow (which is) blasting the senses."
-0.0526513,0.0914937,-0.0707346,0.016318,0.0524413,"Sanjaya said: Having spoken thus to Hrsikesa (Krsna), Gudakesa (Arjuna), the afflicter of foes, verily became silent, telling Govinda, 'I shall not fight.'"
-0.0109461,-0.0867711,0.0119876,-0.087427,0.00934056,"O descendant of Bharata, to him who was sorrowing between the two armies, Hrsikesa, mocking as it were, said these words:"
0.0391803,-0.0650045,-0.0223047,0.0335272,0.0670984,The Blessed Lord said: You grieve for those who are not to be grieved for; and you speak words of wisdom! The learned do not grieve for the departed and those who have not departed.
0.0891582,0.0184144,0.00349836,0.000709404,-0.087153,"But certainly (it is) not (a fact) that I did not exist at any time; nor you, nor these rulers of men. And surely it is not that we all shall cease to exist after this."
-0.0906242,-0.0952775,0.0718324,0.097476,-0.0846705,"As are boyhood, youth and decay to an embodied being in this (present) body, similar is the acquisition of another body. This being so, an intelligent person does not get deluded."
-0.0826879,-0.00649332,-0.080782,0.00803068,0.0154375,"But the contacts of the organs with the objects are the producers of cold and heat, happiness and sorrow. They have a beginning and an end, (and) are transient. Bear them, O descendant of Bharata."
0.00803632,-0.0484162,0.0641233,0.0701774,-0.05661,"O (Arjuna, who are) foremost among men, verily, the person whom these do not torment, the wise man to whom sorrow and happiness are the same he is fit for Immortality."
0.0373822,0.0292533,-0.0445194,0.00446013,0.00829678,"Of the unreal there is no being; the real has no nonexistence. But the nature of both these, indeed, has been realized by the seers of Truth."
0.0174526,-0.0665636,0.0985378,-0.0535932,-0.0791295,But know That to be indestructible by which all this is pervaded. None can bring about the destruction of this Immutable.
0.0821292,-0.0559387,0.039258,0.029498,0.0466797,"These destructible bodies are said to belong to the everlasting, indestructible, indeterminable, embodied One. Therefore, O descendant of Bharata, join the battle."
0.0827692,0.0611036,-0.0258949,-0.0817955,0.0468837,"He who thinks of this One as the killer, and he who thinks of this One as the killed both of them do not know. This One does not kill, nor is It killed."
0.0127753,-0.0060087,0.0161161,0.0135865,0.00580133,"Never is this One born, and never does It die; nor is it that having come to exist, It will again cease to be. This One is birthless, eternal, undecaying, ancient; It is not killed when the body is killed."
0.0819514,0.021859,0.0758921,-0.0818849,-0.00735882,"O Partha, he who knows this One as indestructible, eternal, birthless and undecaying, how and whom does that person kill, or whom does he cause to be killed!"
-0.0985571,-0.0420309,-0.012359,-0.0988928,0.0366179,"As after rejecting worn-out clothes a man takes up other new ones, likewise after rejecting worn-out bodies the embodied one unites with other new ones."
-0.0655995,-0.0113124,0.0882298,0.0270069,-0.065493,"Weapons do not cut It, fire does not burn It, water does not moisten It, and air does not dry It."
0.0105613,-0.0212318,0.0137237,-0.0861743,0.061875,"It cannot be cut, It cannot be burnt, cannot be moistened, and surely cannot be dried up. It is eternal, omnipresent, stationary, unmoving and changeless."
-0.0521386,0.062076,0.0224009,0.0819496,0.0503557,"It is said that This is unmanifest; This is inconceivable; This is unchangeable. Therefore, having known This thus, you ought not to grieve."
-0.0580581,0.0036919,0.0973011,-0.0840787,-0.0931913,"On the other hand, if you think this One is born continually or dies constantly, even then, O mighty-armed one, you ought not to grieve thus."
-0.0724958,0.0139157,-0.0393152,0.0652702,-0.06113,"For death of anyone born is certain, and of the dead (re-) birth is a certainly. Therefore, you ought not to grieve over an inevitable fact."
0.00380844,0.0209662,0.0679999,-0.0730363,-0.0943846,"O descendant of Bharata, all beings remain unmanifest in the beginning; they become manifest in the middle. After death, they certainly become unmanifest. What lamentation can there be with regard to them?"
-0.080935,-0.00434504,0.0961499,0.0353186,-0.00496488,"Someone visualizes It as a wonder; and similarly indeed, someone else talks of It as a wonder; and someone else hears of It as a wonder. And someone else, indeed, does not realize It even after hearing about It."
-0.0837194,0.0428481,0.0253509,0.0484459,-0.0860968,"O descendant of Bharata, this embodied Self existing in everyone's body can never be killed. Therefore, you ought not to grieve for all (these) beings."
0.00467193,0.0318445,0.0696716,-0.0457587,0.0663349,"Even considering your own duty you should not waver, since there is nothing else better for a Ksatriya than a righteous battle."
-0.0624991,-0.0134234,0.0693474,-0.00383694,0.0321063,"O son of Partha, happy are the Ksatriyas who come across this kind of a battle, which presents itself unsought for and which is an open gate to heaven."
-0.0508456,-0.0777624,0.0855241,-0.0894908,-0.027128,"On the other hand, if you will not fight this righteous battle, then, forsaking your own duty and fame, you will incur sin."
0.0949303,-0.0772929,0.0901358,-0.0992265,0.0487366,People also will speak of your unending infamy. And to an honoured person infamy is worse than death.
0.0905383,0.030663,0.0223555,-0.0834479,-0.00244843,The great chariot-riders will think of you as having desisted from the fight out of fear; and you will into disgrace before them to whom you had been estimable.
